user_id,item_id,pred_score
5939,73200,3.1343865
5939,370140,3.116568
5939,380527,3.0258195
5939,448124,2.9811563
5939,191042,2.9811563
5939,36873,2.949699
5939,278380,2.8926897
5939,212171,2.8926897
5939,96394,2.8856428
6390,158666,3.943622
6390,375107,3.5836995
6390,321712,3.3984437
6390,5848,3.367865
6390,374178,3.3029196
6390,33139,3.2641528
6390,222604,3.2537222
6390,312781,3.1999714
6390,338592,3.15088
6390,353910,3.1429996
6468,99187,4.149368
6468,454818,4.014024
6468,313163,3.982158
6468,1152,3.9639938
6468,65273,3.9559631
6468,248455,3.954894
6468,108343,3.9459162
6468,289096,3.9249146
6468,378760,3.910542
6468,187913,3.89827
6750,461190,3.9368024
6750,315543,3.913065
6750,317557,3.8654406
6750,404264,3.6553252
6750,91888,3.6503716
6750,214617,3.649632
6750,463002,3.6381152
6750,408933,3.6254408
6750,138443,3.6119435
6750,422905,3.5947714
6855,465522,3.9445822
6855,214271,3.6304321
6855,49156,3.5073838
6855,200536,3.4021852
6855,306590,3.3942137
6855,303161,3.3750527
6855,280328,3.371287
6855,76426,3.361829
6855,303573,3.35182
6855,143418,3.3123517
6911,382437,3.9349976
6911,16063,3.4894753
6911,432859,3.4811547
6911,189356,3.4594674
6911,36810,3.4431462
6911,313007,3.421398
6911,119737,3.3780763
6911,370457,3.377958
6911,212918,3.3459024
6911,80858,3.3244236
6955,83837,3.9412823
6955,373384,3.6237354
6955,119433,3.5751054
6955,450760,3.3149514
6955,8775,3.185808
6955,350510,3.1201458
6955,195219,3.106824
6955,231501,3.1041603
6955,427103,3.0552914
6955,125084,3.052305
7016,32591,3.9483256
7016,411039,3.9257288
7016,82278,3.4432037
7016,129794,3.4020429
7016,396094,3.3260622
7016,190732,3.2710195
7016,442423,3.2575107
7016,234603,3.1395123
7016,73322,3.1326296
7016,307428,3.11709
7244,52039,4.189272
7244,139515,4.0604067
7244,294267,4.051915
7244,224614,4.0409937
7244,452361,4.0209217
7244,379390,3.9430366
7244,175662,3.9225183
7244,86464,3.9119637
7244,376793,3.9103737
7244,120098,3.9041276
7330,248440,3.9349978
7330,446849,3.461648
7330,201499,3.4290283
7330,303912,3.405596
7330,150439,3.405596
7330,243606,3.358893
7330,224295,3.3150818
7330,50411,3.29833
7330,416974,3.2734797
7330,277943,3.2458036
7633,206218,4.085429
7633,461520,4.0678916
7633,7943,3.9383354
7633,94437,3.846528
7633,208450,3.7742276
7633,354982,3.7321272
7633,259189,3.7303898
7633,294242,3.712911
7633,375955,3.669208
7633,273872,3.6551044
7773,414831,3.934998
7773,75195,3.494303
7773,430537,3.358565
7773,339578,3.33626
7773,299113,3.2784476
7773,264133,3.2535465
7773,148328,3.2447627
7773,77708,3.2279418
7773,443407,3.2202168
7773,381726,3.211472
7969,88032,3.9349976
7969,382751,3.6771173
7969,309819,3.5133197
7969,191555,3.4908793
7969,302858,3.474606
7969,205552,3.3580542
7969,333803,3.1958432
7969,445780,3.1758711
7969,448817,3.1667056
7969,198903,3.1516187
8314,138661,4.515013
8314,321089,4.4038725
8314,16813,4.302497
8314,17478,4.2136545
8314,20740,4.137374
8314,26210,4.105197
8314,50934,4.0746245
8314,287588,4.0623865
8314,175610,4.0170407
8314,428067,3.991197
8411,99296,3.943515
8411,392689,3.9333627
8411,25688,3.9310536
8411,140248,3.6920764
8411,51118,3.4650018
8411,4215,3.4422934
8411,198171,3.305003
8411,384213,3.2024522
8411,464760,3.1668768
8411,270463,3.1440248
8670,358594,3.9416504
8670,347595,3.4582758
8670,449757,3.378762
8670,211299,3.222178
8670,388673,3.1391976
8670,367447,3.0583198
8670,382130,3.046204
8670,48386,3.032944
8670,270938,3.0284865
8670,175322,3.0284865
8876,40990,3.94641
8876,175610,3.6603258
8876,449118,3.643487
8876,168224,3.632297
8876,276704,3.5474448
8876,428891,3.5307953
8876,153778,3.4936206
8876,248711,3.4532795
8876,97437,3.4532795
8876,39854,3.4170449
9079,224862,3.9349976
9079,149452,3.5332117
9079,217089,3.5281935
9079,429369,3.52463
9079,210965,3.4549427
9079,315387,3.3603451
9079,22161,3.3363686
9079,330588,3.314943
9079,289984,3.2764306
9079,55161,3.2423255
9099,97890,4.023254
9099,390857,3.985016
9099,316722,3.9366908
9099,330786,3.9250562
9099,281717,3.8951216
9099,42002,3.856919
9099,465333,3.8160126
9099,283816,3.8160126
9099,223162,3.8160126
9099,211579,3.8160126
9498,74117,3.9349978
9498,128185,3.7924416
9498,245530,3.459121
9498,335630,3.346038
9498,362920,3.336489
9498,224295,3.2164974
9498,412332,3.2026408
9498,219319,3.2016442
9498,25235,3.1691253
9498,140156,3.154768
9519,416530,3.9470048
9519,187351,3.3160625
9519,130804,3.1095788
9519,111306,3.1095788
9519,116675,3.0498643
9519,224110,3.0232258
9519,410122,2.9987674
9519,292516,2.9972086
9519,298213,2.9724004
9519,294531,2.969335
10248,232917,3.9349976
10248,315393,3.5663924
10248,64026,3.486404
10248,412906,3.4845324
10248,271515,3.4837983
10248,420238,3.4828992
10248,364186,3.3068452
10248,419980,3.303771
10248,197791,3.303771
10248,36278,3.2132332
10443,96233,3.9424617
10443,180684,3.8540325
10443,330469,3.811333
10443,146797,3.5219455
10443,104468,3.474965
10443,85876,3.4067607
10443,171555,3.3908231
10443,372581,3.3757615
10443,464751,3.3719835
10443,315571,3.3441648
10539,57788,3.9529026
10539,256513,3.9342885
10539,268081,3.898058
10539,344071,3.8460968
10539,466114,3.830767
10539,148103,3.8182082
10539,6913,3.809262
10539,400077,3.8085299
10539,399192,3.808186
10539,57577,3.7971737
10560,257040,3.9486206
10560,268335,3.8895056
10560,369158,3.767438
10560,442131,3.730509
10560,456056,3.7212696
10560,143418,3.7116385
10560,301721,3.5740163
10560,85914,3.5643637
10560,56323,3.542805
10560,6913,3.5394125
11248,29196,3.958325
11248,409426,3.943037
11248,409804,3.9202685
11248,58059,3.711522
11248,438484,3.6661022
11248,404264,3.6359875
11248,40140,3.61867
11248,76426,3.6021347
11248,247601,3.5807076
11248,358348,3.5669386
11287,90293,3.9349976
11287,433305,3.89251
11287,140248,3.7293928
11287,25744,3.505131
11287,144015,3.4251006
11287,198171,3.417559
11287,258690,3.3984067
11287,152120,3.3875463
11287,342538,3.3592842
11287,185994,3.3592842
11333,166100,3.9842317
11333,403302,3.893307
11333,147686,3.3132453
11333,72021,3.3132453
11333,415833,3.269645
11333,274051,3.269645
11333,3566,3.2696447
11333,254196,3.173707
11333,239514,3.172519
11333,18171,3.1250825
11438,82896,3.9349976
11438,38932,3.6978102
11438,306045,3.6966214
11438,409426,3.59564
11438,29741,3.5725586
11438,310944,3.5509753
11438,455257,3.541279
11438,400093,3.4735749
11438,259092,3.4330716
11438,234758,3.4330716
11462,179271,3.9349976
11462,346593,3.542818
11462,290154,3.5376663
11462,144540,3.517613
11462,464960,3.369368
11462,169147,3.2634768
11462,269088,3.2326317
11462,406775,3.1873002
11462,284260,3.1834393
11462,193195,3.1834393
12046,205663,3.937628
12046,346015,3.937471
12046,360639,3.6733375
12046,281480,3.620166
12046,166100,3.475738
12046,219435,3.454298
12046,272649,3.3709311
12046,413816,3.356457
12046,408132,3.2961025
12046,247306,3.2866929
12067,144587,3.9349978
12067,284547,3.5821595
12067,358753,3.5079615
12067,437804,3.5079536
12067,45726,3.4550776
12067,322577,3.3898573
12067,138356,3.3666503
12067,144053,3.2530055
12067,454137,3.2222056
12067,425527,3.2222056
12134,180182,3.9349976
12134,390934,3.9116921
12134,288525,3.8569279
12134,417927,3.8357387
12134,172894,3.8103318
12134,268335,3.8010123
12134,134191,3.760151
12134,119736,3.7022588
12134,435160,3.693648
12134,266553,3.6254227
12148,428040,3.9349978
12148,193554,3.9349978
12148,157438,3.9349978
12148,239118,3.6827002
12148,373877,3.633848
12148,324391,3.4369252
12148,282856,3.4254918
12148,174923,3.4057162
12148,247755,3.3215106
12148,25298,3.3075511
12356,145721,3.942837
12356,158575,3.6988797
12356,212743,3.3816838
12356,28328,3.306534
12356,443344,3.298378
12356,422647,3.2274325
12356,292741,3.2274325
12356,151839,3.2274325
12356,288887,3.2259004
12356,448597,3.2085843
12506,232085,3.9471169
12506,301634,3.4198246
12506,412981,3.0583334
12506,197621,3.0404544
12506,231656,2.9644985
12506,181672,2.9508595
12506,144507,2.9439821
12506,29940,2.9198322
12506,243949,2.9101377
12506,366809,2.8696632
12579,371381,3.934998
12579,225261,3.934998
12579,200307,3.6088803
12579,33087,3.495907
12579,2455,3.477177
12579,368180,3.4491754
12579,349537,3.4447405
12579,87196,3.3592565
12579,251813,3.270114
12579,175749,3.2447581
13151,339808,3.9385674
13151,265966,3.9282963
13151,311200,3.671258
13151,291217,3.662315
13151,258819,3.553613
13151,103567,3.4192076
13151,56100,3.388953
13151,92078,3.3545573
13151,112831,3.3324127
13151,181973,3.3295662
13455,418116,4.7685814
13455,247356,4.5296
13455,291605,4.4502172
13455,87915,4.4245577
13455,348938,4.3305864
13455,197455,4.2935076
13455,111530,4.23084
13455,344308,4.22959
13455,342777,4.1736517
13455,78729,4.166077
13764,8096,3.9415631
13764,46407,3.3294322
13764,386535,3.1137187
13764,91210,3.0391266
13764,38180,3.0173523
13764,465922,3.0165849
13764,160116,3.0130198
13764,379634,2.989681
13764,106721,2.9232433
13764,447632,2.909165
14796,284663,3.9349976
14796,346384,3.8485417
14796,301721,3.6236112
14796,331644,3.6042926
14796,57577,3.5849504
14796,6913,3.576787
14796,199931,3.5628765
14796,348326,3.5454745
14796,259011,3.514324
14796,257070,3.5090635
15218,66083,3.9349976
15218,320058,3.7503622
15218,297726,3.5386152
15218,459936,3.3299773
15218,70035,3.3083444
15218,370838,3.2743483
15218,445109,3.2005
15218,99196,3.161647
15218,401411,3.147942
15218,248630,3.133691
16655,224481,3.9581022
16655,308438,3.9201412
16655,206241,3.8656957
16655,333792,3.6050677
16655,358348,3.595241
16655,180684,3.530218
16655,268415,3.4897952
16655,362191,3.4266934
16655,77148,3.3607974
16655,404264,3.3556163
16766,273822,3.9349978
16766,365044,3.6246614
16766,433667,3.6017962
16766,178112,3.576812
16766,77742,3.576812
16766,330469,3.549532
16766,178250,3.5376008
16766,436710,3.5375056
16766,460188,3.4875612
16766,336301,3.4743185
16945,383001,3.9468067
16945,387377,3.3609915
16945,163297,3.1555724
16945,20623,3.0697439
16945,227416,3.0352168
16945,134755,3.0352168
16945,445106,2.9969811
16945,154925,2.9550276
16945,393055,2.9475834
16945,254883,2.9394326
16975,11206,3.941855
16975,413241,3.9406776
16975,255689,3.2293415
16975,420367,3.1241379
16975,254285,3.1241379
16975,189131,3.1241379
16975,124581,3.1241379
16975,77392,3.1241379
16975,396575,3.1191647
16975,84997,3.1173754
17028,258155,3.9349978
17028,193272,3.6553185
17028,23606,3.5824049
17028,24728,3.430872
17028,460553,3.4287708
17028,8638,3.4257793
17028,388097,3.3894565
17028,391156,3.388419
17028,360549,3.388419
17028,133224,3.3803375
17067,354714,3.9349978
17067,261455,3.343418
17067,90129,3.3277624
17067,221911,3.3216515
17067,165817,3.2886338
17067,119433,3.272526
17067,165664,3.2333033
17067,122934,3.2333033
17067,48661,3.2213302
17067,288952,3.2029614
17476,4553,3.9792776
17476,382130,3.9306252
17476,457705,3.9230871
17476,437441,3.9230871
17476,84653,3.9230871
17476,37403,3.9230871
17476,48386,3.6107905
17476,185982,3.4383786
17476,460759,3.4181643
17476,328025,3.3912938
17569,229749,3.9349976
17569,375118,3.4796069
17569,109589,3.4595106
17569,388104,3.4284167
17569,460219,3.3916507
17569,341975,3.3748271
17569,337195,3.3403807
17569,30298,3.3309302
17569,158273,3.319219
17569,336783,3.2361698
17629,230397,3.9483752
17629,192875,3.931252
17629,299111,3.717065
17629,133224,3.3228192
17629,351585,3.3054447
17629,68242,3.2984586
17629,41007,3.2107975
17629,162474,3.1883817
17629,217585,3.1765962
17629,393768,3.1326756
17676,254290,4.6753297
17676,436694,4.619472
17676,268335,4.58049
17676,119736,4.539979
17676,414654,4.535525
17676,335913,4.444429
17676,134191,4.2729445
17676,211451,4.253321
17676,29167,4.247962
17676,104634,4.2476783
18024,228644,3.9485557
18024,94437,3.5997
18024,193518,3.5945618
18024,80858,3.5571163
18024,175610,3.5198233
18024,198784,3.4017296
18024,166306,3.3821547
18024,172894,3.369215
18024,254290,3.346232
18024,186702,3.3389862
18029,352705,3.9419422
18029,88831,3.7722802
18029,307443,3.6221793
18029,343151,3.4134772
18029,143896,3.4134772
18029,380993,3.239406
18029,366433,3.2233326
18029,375669,3.1377666
18029,158514,3.095503
18029,217538,3.0903287
18688,338407,3.9349976
18688,374243,3.6412077
18688,38543,3.5195384
18688,35357,3.4321573
18688,313887,3.429667
18688,135282,3.3672867
18688,6469,3.186522
18688,465329,3.1403055
18688,328548,3.0351908
18688,210571,2.9944997
19052,273104,3.946242
19052,259078,3.5760832
19052,140527,3.4437442
19052,334094,3.4210892
19052,209184,3.3669558
19052,259467,3.3635197
19052,279052,3.2440941
19052,114671,3.236052
19052,287524,3.205203
19052,152120,3.1832569
19206,403564,4.0128775
19206,288340,3.9332175
19206,158912,3.8598266
19206,162046,3.856998
19206,167769,3.801866
19206,279052,3.7292054
19206,265966,3.6531081
19206,409770,3.6530137
19206,84593,3.6427069
19206,358482,3.5772219
20984,84595,3.9349978
20984,419225,3.7690065
20984,414995,3.623421
20984,379520,3.6188095
20984,232024,3.4978948
20984,63092,3.4682515
20984,211207,3.4562733
20984,410533,3.4356217
20984,161613,3.4099336
20984,92548,3.364996
21070,384470,3.9495165
21070,206241,3.8383904
21070,279052,3.7337008
21070,46232,3.6398678
21070,218576,3.6311111
21070,427147,3.587877
21070,346213,3.5428705
21070,234255,3.5120935
21070,58638,3.4306855
21070,186702,3.4289331
21610,391189,3.9472961
21610,122412,3.9349978
21610,107535,3.9349978
21610,393169,3.649092
21610,223944,3.649092
21610,245449,3.614638
21610,203964,3.614638
21610,419371,3.4451318
21610,420528,3.3959277
21610,435624,3.2971852
21976,343468,3.9390128
21976,442725,3.909012
21976,206241,3.896515
21976,277247,3.863744
21976,281717,3.8612297
21976,234255,3.8476963
21976,134191,3.829718
21976,29940,3.77126
21976,204209,3.7084756
21976,225028,3.6867027
22276,427360,3.9443748
22276,166106,3.4639633
22276,132893,3.3227425
22276,382787,3.2995508
22276,44888,3.2995508
22276,383001,3.0585272
22276,63651,3.0307465
22276,437746,3.0029945
22276,302858,2.9789016
22276,465680,2.9384832
22778,153778,3.947993
22778,321089,3.8188994
22778,168224,3.7570033
22778,175610,3.5753326
22778,428891,3.564816
22778,428067,3.5540686
22778,16813,3.4802
22778,37029,3.4448771
22778,457970,3.4375484
22778,63543,3.4173005
22990,455523,3.934998
22990,287796,3.934998
22990,203569,3.934998
22990,76146,3.934998
22990,58905,3.934998
22990,32944,3.934998
22990,358895,3.6149497
22990,350581,3.5731125
22990,159780,3.5112238
22990,446542,3.4386494
22998,219839,3.9349978
22998,372941,3.6813047
22998,347167,3.6561127
22998,369924,3.5136697
22998,241612,3.4087706
22998,136682,3.402146
22998,100367,3.3617148
22998,315976,3.350584
22998,105190,3.3214877
22998,220410,3.3195207
23730,113535,3.9503329
23730,138661,3.6533759
23730,92361,3.3883116
23730,16813,3.363986
23730,168224,3.3517687
23730,210002,3.3275416
23730,221329,3.2711394
23730,101288,3.2636209
23730,416399,3.263166
23730,188148,3.211274
23964,32227,3.9396255
23964,57841,3.8847106
23964,197093,3.8658404
23964,50645,3.672247
23964,205111,3.642902
23964,33907,3.4595118
23964,217218,3.3775167
23964,431728,3.303917
23964,132893,3.2067094
23964,403240,3.1431513
24166,175086,3.9349976
24166,103952,3.8338656
24166,181672,3.8110573
24166,29940,3.692418
24166,245409,3.5929918
24166,116794,3.4608016
24166,430292,3.4124043
24166,301634,3.411639
24166,147026,3.3896286
24166,435906,3.3645685
24409,461765,3.944866
24409,380302,3.9369516
24409,278679,3.816522
24409,403576,3.525901
24409,304403,3.1860766
24409,139085,3.1860766
24409,312555,3.1854837
24409,293799,3.0554628
24409,214495,3.0554628
24409,133517,3.0408096
24722,172532,3.9349976
24722,187602,3.6605701
24722,300394,3.5984435
24722,138661,3.5880427
24722,37029,3.571205
24722,148146,3.5700123
24722,321089,3.5314727
24722,355994,3.5172362
24722,209306,3.502596
24722,328578,3.4847274
25081,74296,3.9435716
25081,16344,3.5756397
25081,57810,3.3746858
25081,198954,3.1782405
25081,340918,3.1445775
25081,349470,3.1174808
25081,465650,3.0871997
25081,317822,3.0510664
25081,461274,3.044722
25081,212767,3.0428567
25156,446522,3.9512076
25156,415331,3.9209864
25156,279789,3.641703
25156,436414,3.4696448
25156,66078,3.4696448
25156,65580,3.461836
25156,149452,3.4397535
25156,55556,3.415016
25156,301990,3.3644817
25156,300559,3.2908268
26533,29791,3.9978251
26533,253615,3.9760232
26533,60479,3.9693298
26533,193408,3.919828
26533,148338,3.919828
26533,303960,3.8635108
26533,346384,3.8011236
26533,166122,3.7816
26533,345694,3.776802
26533,420960,3.7719007
26626,320058,4.1143055
26626,459936,3.9349978
26626,348882,3.6063223
26626,8724,3.539882
26626,30048,3.4847836
26626,373877,3.3832772
26626,373725,3.3522003
26626,66083,3.3299773
26626,84822,3.296204
26626,352841,3.2914078
27197,209752,3.9349976
27197,241612,3.6498241
27197,293363,3.533347
27197,174783,3.5033257
27197,126522,3.5033257
27197,374825,3.4446404
27197,388276,3.4061034
27197,238059,3.324836
27197,448336,3.323288
27197,369924,3.2993796
28085,201167,3.9349976
28085,308648,3.5511637
28085,111572,3.498275
28085,240558,3.4586647
28085,199394,3.4237728
28085,314285,3.4193065
28085,164345,3.313282
28085,342777,3.3037121
28085,23250,3.2952578
28085,131118,3.2916937
28161,166100,3.9537911
28161,336319,3.2725635
28161,84593,3.1099598
28161,325852,3.0330176
28161,48030,3.0178196
28161,356067,2.96524
28161,40256,2.96524
28161,435808,2.961928
28161,239564,2.953672
28161,222082,2.9108894
28387,84593,4.2696514
28387,454818,4.214489
28387,37029,4.108506
28387,428891,4.0865445
28387,355994,4.061363
28387,196629,4.043079
28387,415818,4.018196
28387,162046,3.996958
28387,65273,3.9756567
28387,279332,3.9751782
29529,291964,4.2908826
29529,299222,4.118897
29529,410355,4.0235367
29529,222333,4.0049105
29529,455804,3.9929922
29529,152824,3.976216
29529,445860,3.965358
29529,103127,3.958923
29529,336891,3.94563
29529,36464,3.9425533
29659,79378,3.9403236
29659,293416,3.9207864
29659,287588,3.7716331
29659,411858,3.7118444
29659,137440,3.6459792
29659,396732,3.476867
29659,454818,3.4725068
29659,72958,3.4127173
29659,331514,3.4126437
29659,65633,3.389946
29744,79056,3.9739833
29744,264689,3.9036226
29744,178358,3.6594117
29744,236158,3.6195924
29744,2455,3.5809622
29744,399069,3.5096545
29744,280939,3.4861197
29744,257723,3.4861197
29744,272926,3.3440893
29744,99907,3.3265166
29835,38239,3.9349976
29835,356024,3.4576564
29835,127969,3.4184046
29835,132893,3.397621
29835,232166,3.360538
29835,214332,3.3180325
29835,160441,3.2865417
29835,52928,3.2831714
29835,369619,3.2264729
29835,87336,3.2264729
30438,2455,4.124822
30438,260217,3.934998
30438,460681,3.453146
30438,119383,3.4484572
30438,140156,3.4277909
30438,133183,3.4266505
30438,465943,3.3935401
30438,296448,3.366719
30438,211132,3.325736
30438,27159,3.3196158
30812,191547,3.9349978
30812,274460,3.8960357
30812,222556,3.7416825
30812,463767,3.532023
30812,458061,3.532023
30812,105009,3.532023
30812,67240,3.532023
30812,328370,3.524764
30812,450616,3.4975
30812,341286,3.4923992
30824,413951,3.9349973
30824,363007,3.4628503
30824,50276,3.4628503
30824,367030,3.34733
30824,243606,3.285692
30824,220587,3.2850037
30824,91210,3.2318842
30824,248327,3.195367
30824,35682,3.1926467
30824,304145,3.1443942
31236,366186,3.9349978
31236,68607,3.5698707
31236,27216,3.519718
31236,223829,3.5020337
31236,346732,3.241583
31236,92665,3.241583
31236,293587,3.2376795
31236,128185,3.1706007
31236,410122,3.1346188
31236,179372,3.1222613
31557,72252,3.9349976
31557,272813,3.5340278
31557,221481,3.2613006
31557,325706,3.2112687
31557,254432,3.1943474
31557,350030,3.1784558
31557,119979,3.1784558
31557,261673,3.1704051
31557,127926,3.1350565
31557,393926,3.1070762
31613,262813,3.9365494
31613,120050,3.9360108
31613,36026,3.9360108
31613,4991,3.523495
31613,198376,3.4217777
31613,278843,3.3810112
31613,95598,3.350282
31613,341482,3.2686665
31613,137791,3.245649
31613,127926,3.2321825
31677,248455,3.9455116
31677,6913,3.8063362
31677,187913,3.80056
31677,57577,3.7981038
31677,436056,3.758417
31677,85914,3.7214007
31677,122604,3.7204242
31677,230911,3.6952744
31677,345279,3.695195
31677,206241,3.6863856
31741,50734,3.934998
31741,4001,3.6919398
31741,140532,3.5600042
31741,19135,3.4772074
31741,118519,3.4499834
31741,323506,3.3308175
31741,73732,3.3308175
31741,114137,3.3246076
31741,94521,3.3161643
31741,281710,3.2963204
31874,285055,3.9400275
31874,140661,3.5336673
31874,331032,3.4407487
31874,374272,3.3011355
31874,321722,3.26943
31874,410143,3.2499158
31874,289922,3.1985846
31874,8847,3.175813
31874,186228,3.1667442
31874,248568,3.162563
31936,166007,3.934998
31936,321129,3.584179
31936,213917,3.4222212
31936,325557,3.418762
31936,374996,3.3510299
31936,423897,3.3507729
31936,154704,3.3507729
31936,83450,3.3375287
31936,83840,3.316585
31936,222642,3.297852
32119,154485,3.934998
32119,296795,3.4627411
32119,20187,3.402845
32119,29712,3.3583426
32119,359439,3.3344133
32119,76941,3.2786915
32119,127483,3.2614923
32119,374272,3.2329972
32119,248626,3.1952791
32119,465227,3.1745505
32160,80858,3.9658473
32160,119737,3.9145179
32160,228644,3.7874703
32160,175610,3.7726755
32160,449118,3.7307198
32160,99187,3.6774178
32160,193518,3.6376524
32160,430050,3.5927584
32160,9385,3.5360963
32160,411128,3.5130134
32596,430113,3.940778
32596,6853,3.2538927
32596,427431,3.2287521
32596,370805,3.2287521
32596,161772,3.2287521
32596,202933,3.0602803
32596,22495,3.0206318
32596,263338,2.9724042
32596,190076,2.9624965
32596,222613,2.9137764
32787,133472,3.9602826
32787,88325,3.9156816
32787,214987,3.4876447
32787,247396,3.4493032
32787,179290,3.3869398
32787,224936,3.3693001
32787,143011,3.3343604
32787,121489,3.3006694
32787,310337,3.3000078
32787,280974,3.2977343
32904,102434,3.9349976
32904,180684,3.6965106
32904,280270,3.694024
32904,453427,3.5694342
32904,316976,3.3842282
32904,83168,3.3833752
32904,442575,3.360337
32904,80554,3.2964919
32904,296795,3.2529182
32904,300315,3.2420473
33196,31239,3.9439163
33196,245474,3.9316766
33196,30336,3.8422942
33196,243376,3.8363478
33196,242521,3.5896847
33196,422425,3.4793112
33196,48388,3.3365421
33196,173653,3.29962
33196,420896,3.2784662
33196,310514,3.2769506
33308,27221,3.9349978
33308,162536,3.699614
33308,459701,3.6232219
33308,160975,3.501422
33308,67045,3.4419687
33308,436549,3.4386137
33308,399983,3.384314
33308,78494,3.3682091
33308,410122,3.3501134
33308,111511,3.3445835
33350,154476,3.9349976
33350,9903,3.3883486
33350,375876,3.3862724
33350,336173,3.3862724
